Round,Language,Fibonacci Number,Implementation,Time Elsaped,Operation Count
a849bbc47e7140279622f451688ad1ed,C,181,Iterative,0.0000003440,543
a849bbc47e7140279622f451688ad1ed,C,181,Dynamic,0.0000088190,1266
a849bbc47e7140279622f451688ad1ed,C,182,Iterative,0.0000004200,546
a849bbc47e7140279622f451688ad1ed,C,182,Dynamic,0.0000089750,1273
a849bbc47e7140279622f451688ad1ed,C,183,Iterative,0.0000004090,549
a849bbc47e7140279622f451688ad1ed,C,183,Dynamic,0.0000092850,1280
a849bbc47e7140279622f451688ad1ed,C,184,Iterative,0.0000003650,552
a849bbc47e7140279622f451688ad1ed,C,184,Dynamic,0.0000092210,1287
a849bbc47e7140279622f451688ad1ed,C,185,Iterative,0.0000003970,555
a849bbc47e7140279622f451688ad1ed,C,185,Dynamic,0.0000097510,1294
a849bbc47e7140279622f451688ad1ed,C,186,Iterative,0.0000003810,558
a849bbc47e7140279622f451688ad1ed,C,186,Dynamic,0.0000096810,1301
a849bbc47e7140279622f451688ad1ed,C,187,Iterative,0.0000003850,561
a849bbc47e7140279622f451688ad1ed,C,187,Dynamic,0.0000097660,1308
a849bbc47e7140279622f451688ad1ed,C,188,Iterative,0.0000004370,564
a849bbc47e7140279622f451688ad1ed,C,188,Dynamic,0.0000095990,1315
a849bbc47e7140279622f451688ad1ed,C,189,Iterative,0.0000003870,567
a849bbc47e7140279622f451688ad1ed,C,189,Dynamic,0.0000096800,1322
a849bbc47e7140279622f451688ad1ed,C,190,Iterative,0.0000003780,570
a849bbc47e7140279622f451688ad1ed,C,190,Dynamic,0.0000094980,1329
a849bbc47e7140279622f451688ad1ed,C,191,Iterative,0.0000004170,573
a849bbc47e7140279622f451688ad1ed,C,191,Dynamic,0.0000091560,1336
a849bbc47e7140279622f451688ad1ed,C,192,Iterative,0.0000003670,576
a849bbc47e7140279622f451688ad1ed,C,192,Dynamic,0.0000094530,1343
a849bbc47e7140279622f451688ad1ed,C,193,Iterative,0.0000003920,579
a849bbc47e7140279622f451688ad1ed,C,193,Dynamic,0.0000098020,1350
a849bbc47e7140279622f451688ad1ed,C,194,Iterative,0.0000003910,582
a849bbc47e7140279622f451688ad1ed,C,194,Dynamic,0.0000096760,1357
a849bbc47e7140279622f451688ad1ed,C,195,Iterative,0.0000003860,585
a849bbc47e7140279622f451688ad1ed,C,195,Dynamic,0.0000101760,1364
a849bbc47e7140279622f451688ad1ed,C,196,Iterative,0.0000004100,588
a849bbc47e7140279622f451688ad1ed,C,196,Dynamic,0.0000090480,1371
a849bbc47e7140279622f451688ad1ed,C,197,Iterative,0.0000004060,591
a849bbc47e7140279622f451688ad1ed,C,197,Dynamic,0.0000092000,1378
a849bbc47e7140279622f451688ad1ed,C,198,Iterative,0.0000004080,594
a849bbc47e7140279622f451688ad1ed,C,198,Dynamic,0.0000102390,1385
a849bbc47e7140279622f451688ad1ed,C,199,Iterative,0.0000003760,597
a849bbc47e7140279622f451688ad1ed,C,199,Dynamic,0.0000093640,1392
a849bbc47e7140279622f451688ad1ed,C,200,Iterative,0.0000004200,600
a849bbc47e7140279622f451688ad1ed,C,200,Dynamic,0.0000089040,1399
a849bbc47e7140279622f451688ad1ed,C,201,Iterative,0.0000004160,603
a849bbc47e7140279622f451688ad1ed,C,201,Dynamic,0.0000095790,1406
a849bbc47e7140279622f451688ad1ed,C,202,Iterative,0.0000004650,606
a849bbc47e7140279622f451688ad1ed,C,202,Dynamic,0.0000094210,1413
a849bbc47e7140279622f451688ad1ed,C,203,Iterative,0.0000003970,609
a849bbc47e7140279622f451688ad1ed,C,203,Dynamic,0.0000097990,1420
a849bbc47e7140279622f451688ad1ed,C,204,Iterative,0.0000004090,612
a849bbc47e7140279622f451688ad1ed,C,204,Dynamic,0.0000094000,1427
a849bbc47e7140279622f451688ad1ed,C,205,Iterative,0.0000004370,615
a849bbc47e7140279622f451688ad1ed,C,205,Dynamic,0.0000095700,1434
a849bbc47e7140279622f451688ad1ed,C,206,Iterative,0.0000004200,618
a849bbc47e7140279622f451688ad1ed,C,206,Dynamic,0.0000093400,1441
a849bbc47e7140279622f451688ad1ed,C,207,Iterative,0.0000004180,621
a849bbc47e7140279622f451688ad1ed,C,207,Dynamic,0.0000089630,1448
a849bbc47e7140279622f451688ad1ed,C,208,Iterative,0.0000003860,624
a849bbc47e7140279622f451688ad1ed,C,208,Dynamic,0.0000108060,1455
a849bbc47e7140279622f451688ad1ed,C,209,Iterative,0.0000004770,627
a849bbc47e7140279622f451688ad1ed,C,209,Dynamic,0.0000091770,1462
a849bbc47e7140279622f451688ad1ed,C,210,Iterative,0.0000004380,630
a849bbc47e7140279622f451688ad1ed,C,210,Dynamic,0.0000095870,1469
a849bbc47e7140279622f451688ad1ed,C,211,Iterative,0.0000004560,633
a849bbc47e7140279622f451688ad1ed,C,211,Dynamic,0.0000087550,1476
a849bbc47e7140279622f451688ad1ed,C,212,Iterative,0.0000003910,636
a849bbc47e7140279622f451688ad1ed,C,212,Dynamic,0.0000119670,1483
a849bbc47e7140279622f451688ad1ed,C,213,Iterative,0.0000004480,639
a849bbc47e7140279622f451688ad1ed,C,213,Dynamic,0.0000087360,1490
a849bbc47e7140279622f451688ad1ed,C,214,Iterative,0.0000004260,642
a849bbc47e7140279622f451688ad1ed,C,214,Dynamic,0.0000102260,1497
a849bbc47e7140279622f451688ad1ed,C,215,Iterative,0.0000004350,645
a849bbc47e7140279622f451688ad1ed,C,215,Dynamic,0.0000115810,1504
a849bbc47e7140279622f451688ad1ed,C,216,Iterative,0.0000004320,648
a849bbc47e7140279622f451688ad1ed,C,216,Dynamic,0.0000114940,1511
a849bbc47e7140279622f451688ad1ed,C,217,Iterative,0.0000004230,651
a849bbc47e7140279622f451688ad1ed,C,217,Dynamic,0.0000095060,1518
a849bbc47e7140279622f451688ad1ed,C,218,Iterative,0.0000004520,654
a849bbc47e7140279622f451688ad1ed,C,218,Dynamic,0.0000083700,1525
a849bbc47e7140279622f451688ad1ed,C,219,Iterative,0.0000004930,657
a849bbc47e7140279622f451688ad1ed,C,219,Dynamic,0.0000095560,1532
a849bbc47e7140279622f451688ad1ed,C,220,Iterative,0.0000004590,660
a849bbc47e7140279622f451688ad1ed,C,220,Dynamic,0.0000088580,1539
a849bbc47e7140279622f451688ad1ed,C,221,Iterative,0.0000004040,663
a849bbc47e7140279622f451688ad1ed,C,221,Dynamic,0.0000100460,1546
a849bbc47e7140279622f451688ad1ed,C,222,Iterative,0.0000005040,666
a849bbc47e7140279622f451688ad1ed,C,222,Dynamic,0.0000088180,1553
a849bbc47e7140279622f451688ad1ed,C,223,Iterative,0.0000004200,669
a849bbc47e7140279622f451688ad1ed,C,223,Dynamic,0.0000094210,1560
a849bbc47e7140279622f451688ad1ed,C,224,Iterative,0.0000004440,672
a849bbc47e7140279622f451688ad1ed,C,224,Dynamic,0.0000089190,1567
a849bbc47e7140279622f451688ad1ed,C,225,Iterative,0.0000004240,675
a849bbc47e7140279622f451688ad1ed,C,225,Dynamic,0.0000122030,1574
a849bbc47e7140279622f451688ad1ed,C,226,Iterative,0.0000004150,678
a849bbc47e7140279622f451688ad1ed,C,226,Dynamic,0.0000097670,1581
a849bbc47e7140279622f451688ad1ed,C,227,Iterative,0.0000004390,681
a849bbc47e7140279622f451688ad1ed,C,227,Dynamic,0.0000090960,1588
a849bbc47e7140279622f451688ad1ed,C,228,Iterative,0.0000004160,684
a849bbc47e7140279622f451688ad1ed,C,228,Dynamic,0.0000109000,1595
a849bbc47e7140279622f451688ad1ed,C,229,Iterative,0.0000004730,687
a849bbc47e7140279622f451688ad1ed,C,229,Dynamic,0.0000089000,1602
a849bbc47e7140279622f451688ad1ed,C,230,Iterative,0.0000004360,690
a849bbc47e7140279622f451688ad1ed,C,230,Dynamic,0.0000093450,1609
a849bbc47e7140279622f451688ad1ed,C,231,Iterative,0.0000004800,693
a849bbc47e7140279622f451688ad1ed,C,231,Dynamic,0.0000085250,1616
a849bbc47e7140279622f451688ad1ed,C,232,Iterative,0.0000004830,696
a849bbc47e7140279622f451688ad1ed,C,232,Dynamic,0.0000099110,1623
a849bbc47e7140279622f451688ad1ed,C,233,Iterative,0.0000004690,699
a849bbc47e7140279622f451688ad1ed,C,233,Dynamic,0.0000106440,1630
a849bbc47e7140279622f451688ad1ed,C,234,Iterative,0.0000004470,702
a849bbc47e7140279622f451688ad1ed,C,234,Dynamic,0.0000106700,1637
a849bbc47e7140279622f451688ad1ed,C,235,Iterative,0.0000004370,705
a849bbc47e7140279622f451688ad1ed,C,235,Dynamic,0.0000088480,1644
a849bbc47e7140279622f451688ad1ed,C,236,Iterative,0.0000004720,708
a849bbc47e7140279622f451688ad1ed,C,236,Dynamic,0.0000098880,1651
a849bbc47e7140279622f451688ad1ed,C,237,Iterative,0.0000004330,711
a849bbc47e7140279622f451688ad1ed,C,237,Dynamic,0.0000115500,1658
a849bbc47e7140279622f451688ad1ed,C,238,Iterative,0.0000004310,714
a849bbc47e7140279622f451688ad1ed,C,238,Dynamic,0.0000111480,1665
a849bbc47e7140279622f451688ad1ed,C,239,Iterative,0.0000005020,717
a849bbc47e7140279622f451688ad1ed,C,239,Dynamic,0.0000104210,1672
a849bbc47e7140279622f451688ad1ed,C,240,Iterative,0.0000004540,720
a849bbc47e7140279622f451688ad1ed,C,240,Dynamic,0.0000108850,1679
a849bbc47e7140279622f451688ad1ed,C,241,Iterative,0.0000006230,723
a849bbc47e7140279622f451688ad1ed,C,241,Dynamic,0.0000101550,1686
a849bbc47e7140279622f451688ad1ed,C,242,Iterative,0.0000004760,726
a849bbc47e7140279622f451688ad1ed,C,242,Dynamic,0.0000424090,1693
a849bbc47e7140279622f451688ad1ed,C,243,Iterative,0.0000005250,729
a849bbc47e7140279622f451688ad1ed,C,243,Dynamic,0.0000099410,1700
a849bbc47e7140279622f451688ad1ed,C,244,Iterative,0.0000004690,732
a849bbc47e7140279622f451688ad1ed,C,244,Dynamic,0.0000092090,1707
a849bbc47e7140279622f451688ad1ed,C,245,Iterative,0.0000004230,735
a849bbc47e7140279622f451688ad1ed,C,245,Dynamic,0.0000090490,1714
a849bbc47e7140279622f451688ad1ed,C,246,Iterative,0.0000004540,738
a849bbc47e7140279622f451688ad1ed,C,246,Dynamic,0.0000096730,1721
a849bbc47e7140279622f451688ad1ed,C,247,Iterative,0.0000004380,741
a849bbc47e7140279622f451688ad1ed,C,247,Dynamic,0.0000103960,1728
a849bbc47e7140279622f451688ad1ed,C,248,Iterative,0.0000004690,744
a849bbc47e7140279622f451688ad1ed,C,248,Dynamic,0.0000089110,1735
a849bbc47e7140279622f451688ad1ed,C,249,Iterative,0.0000005350,747
a849bbc47e7140279622f451688ad1ed,C,249,Dynamic,0.0000110410,1742
a849bbc47e7140279622f451688ad1ed,C,250,Iterative,0.0000004500,750
a849bbc47e7140279622f451688ad1ed,C,250,Dynamic,0.0000096050,1749
a849bbc47e7140279622f451688ad1ed,C,251,Iterative,0.0000004570,753
a849bbc47e7140279622f451688ad1ed,C,251,Dynamic,0.0000121720,1756
a849bbc47e7140279622f451688ad1ed,C,252,Iterative,0.0000005500,756
a849bbc47e7140279622f451688ad1ed,C,252,Dynamic,0.0000111230,1763
a849bbc47e7140279622f451688ad1ed,C,253,Iterative,0.0000004400,759
a849bbc47e7140279622f451688ad1ed,C,253,Dynamic,0.0000112340,1770
a849bbc47e7140279622f451688ad1ed,C,254,Iterative,0.0000004860,762
a849bbc47e7140279622f451688ad1ed,C,254,Dynamic,0.0000111450,1777
a849bbc47e7140279622f451688ad1ed,C,255,Iterative,0.0000005050,765
a849bbc47e7140279622f451688ad1ed,C,255,Dynamic,0.0000087250,1784
a849bbc47e7140279622f451688ad1ed,C,256,Iterative,0.0000004740,768
a849bbc47e7140279622f451688ad1ed,C,256,Dynamic,0.0000108950,1791
a849bbc47e7140279622f451688ad1ed,C,257,Iterative,0.0000004920,771
a849bbc47e7140279622f451688ad1ed,C,257,Dynamic,0.0000115460,1798
a849bbc47e7140279622f451688ad1ed,C,258,Iterative,0.0000004550,774
a849bbc47e7140279622f451688ad1ed,C,258,Dynamic,0.0000104620,1805
a849bbc47e7140279622f451688ad1ed,C,259,Iterative,0.0000004690,777
a849bbc47e7140279622f451688ad1ed,C,259,Dynamic,0.0000114090,1812
a849bbc47e7140279622f451688ad1ed,C,260,Iterative,0.0000004660,780
a849bbc47e7140279622f451688ad1ed,C,260,Dynamic,0.0000113490,1819
a849bbc47e7140279622f451688ad1ed,C,261,Iterative,0.0000004750,783
a849bbc47e7140279622f451688ad1ed,C,261,Dynamic,0.0000115640,1826
a849bbc47e7140279622f451688ad1ed,C,262,Iterative,0.0000005040,786
a849bbc47e7140279622f451688ad1ed,C,262,Dynamic,0.0000120840,1833
a849bbc47e7140279622f451688ad1ed,C,263,Iterative,0.0000005170,789
a849bbc47e7140279622f451688ad1ed,C,263,Dynamic,0.0000112530,1840
a849bbc47e7140279622f451688ad1ed,C,264,Iterative,0.0000004930,792
a849bbc47e7140279622f451688ad1ed,C,264,Dynamic,0.0000101330,1847
a849bbc47e7140279622f451688ad1ed,C,265,Iterative,0.0000004850,795
a849bbc47e7140279622f451688ad1ed,C,265,Dynamic,0.0000105840,1854
a849bbc47e7140279622f451688ad1ed,C,266,Iterative,0.0000005050,798
a849bbc47e7140279622f451688ad1ed,C,266,Dynamic,0.0000093490,1861
a849bbc47e7140279622f451688ad1ed,C,267,Iterative,0.0000005360,801
a849bbc47e7140279622f451688ad1ed,C,267,Dynamic,0.0000149200,1868
a849bbc47e7140279622f451688ad1ed,C,268,Iterative,0.0000005040,804
a849bbc47e7140279622f451688ad1ed,C,268,Dynamic,0.0000100110,1875
a849bbc47e7140279622f451688ad1ed,C,269,Iterative,0.0000004790,807
a849bbc47e7140279622f451688ad1ed,C,269,Dynamic,0.0000105220,1882
a849bbc47e7140279622f451688ad1ed,C,270,Iterative,0.0000005770,810
a849bbc47e7140279622f451688ad1ed,C,270,Dynamic,0.0000108840,1889
a849bbc47e7140279622f451688ad1ed,C,271,Iterative,0.0000004930,813
a849bbc47e7140279622f451688ad1ed,C,271,Dynamic,0.0000100880,1896
a849bbc47e7140279622f451688ad1ed,C,272,Iterative,0.0000005440,816
a849bbc47e7140279622f451688ad1ed,C,272,Dynamic,0.0000119960,1903
a849bbc47e7140279622f451688ad1ed,C,273,Iterative,0.0000006290,819
a849bbc47e7140279622f451688ad1ed,C,273,Dynamic,0.0000109740,1910
a849bbc47e7140279622f451688ad1ed,C,274,Iterative,0.0000005830,822
a849bbc47e7140279622f451688ad1ed,C,274,Dynamic,0.0000097540,1917
a849bbc47e7140279622f451688ad1ed,C,275,Iterative,0.0000004940,825
a849bbc47e7140279622f451688ad1ed,C,275,Dynamic,0.0000112910,1924
a849bbc47e7140279622f451688ad1ed,C,276,Iterative,0.0000005110,828
a849bbc47e7140279622f451688ad1ed,C,276,Dynamic,0.0000113200,1931
a849bbc47e7140279622f451688ad1ed,C,277,Iterative,0.0000005080,831
a849bbc47e7140279622f451688ad1ed,C,277,Dynamic,0.0000113340,1938
a849bbc47e7140279622f451688ad1ed,C,278,Iterative,0.0000005210,834
a849bbc47e7140279622f451688ad1ed,C,278,Dynamic,0.0000120560,1945
a849bbc47e7140279622f451688ad1ed,C,279,Iterative,0.0000004980,837
a849bbc47e7140279622f451688ad1ed,C,279,Dynamic,0.0000107530,1952
a849bbc47e7140279622f451688ad1ed,C,280,Iterative,0.0000004760,840
a849bbc47e7140279622f451688ad1ed,C,280,Dynamic,0.0000143470,1959
a849bbc47e7140279622f451688ad1ed,C,281,Iterative,0.0000004850,843
a849bbc47e7140279622f451688ad1ed,C,281,Dynamic,0.0000139340,1966
a849bbc47e7140279622f451688ad1ed,C,282,Iterative,0.0000005680,846
a849bbc47e7140279622f451688ad1ed,C,282,Dynamic,0.0000122480,1973
a849bbc47e7140279622f451688ad1ed,C,283,Iterative,0.0000004960,849
a849bbc47e7140279622f451688ad1ed,C,283,Dynamic,0.0000111480,1980
a849bbc47e7140279622f451688ad1ed,C,284,Iterative,0.0000005310,852
a849bbc47e7140279622f451688ad1ed,C,284,Dynamic,0.0000108650,1987
a849bbc47e7140279622f451688ad1ed,C,285,Iterative,0.0000005170,855
a849bbc47e7140279622f451688ad1ed,C,285,Dynamic,0.0000109680,1994
a849bbc47e7140279622f451688ad1ed,C,286,Iterative,0.0000005470,858
a849bbc47e7140279622f451688ad1ed,C,286,Dynamic,0.0000118170,2001
a849bbc47e7140279622f451688ad1ed,C,287,Iterative,0.0000005440,861
a849bbc47e7140279622f451688ad1ed,C,287,Dynamic,0.0000115720,2008
a849bbc47e7140279622f451688ad1ed,C,288,Iterative,0.0000005380,864
a849bbc47e7140279622f451688ad1ed,C,288,Dynamic,0.0000112310,2015
a849bbc47e7140279622f451688ad1ed,C,289,Iterative,0.0000005060,867
a849bbc47e7140279622f451688ad1ed,C,289,Dynamic,0.0000112450,2022
a849bbc47e7140279622f451688ad1ed,C,290,Iterative,0.0000005190,870
a849bbc47e7140279622f451688ad1ed,C,290,Dynamic,0.0000110750,2029
a849bbc47e7140279622f451688ad1ed,C,291,Iterative,0.0000005480,873
a849bbc47e7140279622f451688ad1ed,C,291,Dynamic,0.0000127300,2036
a849bbc47e7140279622f451688ad1ed,C,292,Iterative,0.0000005140,876
a849bbc47e7140279622f451688ad1ed,C,292,Dynamic,0.0000118830,2043
a849bbc47e7140279622f451688ad1ed,C,293,Iterative,0.0000005140,879
a849bbc47e7140279622f451688ad1ed,C,293,Dynamic,0.0000119950,2050
a849bbc47e7140279622f451688ad1ed,C,294,Iterative,0.0000005110,882
a849bbc47e7140279622f451688ad1ed,C,294,Dynamic,0.0000107120,2057
a849bbc47e7140279622f451688ad1ed,C,295,Iterative,0.0000005120,885
a849bbc47e7140279622f451688ad1ed,C,295,Dynamic,0.0000115740,2064
a849bbc47e7140279622f451688ad1ed,C,296,Iterative,0.0000005160,888
a849bbc47e7140279622f451688ad1ed,C,296,Dynamic,0.0000127520,2071
a849bbc47e7140279622f451688ad1ed,C,297,Iterative,0.0000005280,891
a849bbc47e7140279622f451688ad1ed,C,297,Dynamic,0.0000142670,2078
a849bbc47e7140279622f451688ad1ed,C,298,Iterative,0.0000005720,894
a849bbc47e7140279622f451688ad1ed,C,298,Dynamic,0.0000115960,2085
a849bbc47e7140279622f451688ad1ed,C,299,Iterative,0.0000005100,897
a849bbc47e7140279622f451688ad1ed,C,299,Dynamic,0.0000125140,2092
a849bbc47e7140279622f451688ad1ed,C,300,Iterative,0.0000005280,900
a849bbc47e7140279622f451688ad1ed,C,300,Dynamic,0.0000109980,2099
a849bbc47e7140279622f451688ad1ed,C,301,Iterative,0.0000005250,903
a849bbc47e7140279622f451688ad1ed,C,301,Dynamic,0.0000133850,2106
a849bbc47e7140279622f451688ad1ed,C,302,Iterative,0.0000005460,906
a849bbc47e7140279622f451688ad1ed,C,302,Dynamic,0.0000125550,2113
a849bbc47e7140279622f451688ad1ed,C,303,Iterative,0.0000005590,909
a849bbc47e7140279622f451688ad1ed,C,303,Dynamic,0.0000108840,2120
a849bbc47e7140279622f451688ad1ed,C,304,Iterative,0.0000005630,912
a849bbc47e7140279622f451688ad1ed,C,304,Dynamic,0.0000112780,2127
a849bbc47e7140279622f451688ad1ed,C,305,Iterative,0.0000006390,915
a849bbc47e7140279622f451688ad1ed,C,305,Dynamic,0.0000129030,2134
a849bbc47e7140279622f451688ad1ed,C,306,Iterative,0.0000005710,918
a849bbc47e7140279622f451688ad1ed,C,306,Dynamic,0.0000107480,2141
a849bbc47e7140279622f451688ad1ed,C,307,Iterative,0.0000005130,921
a849bbc47e7140279622f451688ad1ed,C,307,Dynamic,0.0000139700,2148
a849bbc47e7140279622f451688ad1ed,C,308,Iterative,0.0000004970,924
a849bbc47e7140279622f451688ad1ed,C,308,Dynamic,0.0000122230,2155
a849bbc47e7140279622f451688ad1ed,C,309,Iterative,0.0000005180,927
a849bbc47e7140279622f451688ad1ed,C,309,Dynamic,0.0000119870,2162
a849bbc47e7140279622f451688ad1ed,C,310,Iterative,0.0000005660,930
a849bbc47e7140279622f451688ad1ed,C,310,Dynamic,0.0000121940,2169
a849bbc47e7140279622f451688ad1ed,C,311,Iterative,0.0000005640,933
a849bbc47e7140279622f451688ad1ed,C,311,Dynamic,0.0000111820,2176
a849bbc47e7140279622f451688ad1ed,C,312,Iterative,0.0000005450,936
a849bbc47e7140279622f451688ad1ed,C,312,Dynamic,0.0000129390,2183
a849bbc47e7140279622f451688ad1ed,C,313,Iterative,0.0000005590,939
a849bbc47e7140279622f451688ad1ed,C,313,Dynamic,0.0000116700,2190
a849bbc47e7140279622f451688ad1ed,C,314,Iterative,0.0000005630,942
a849bbc47e7140279622f451688ad1ed,C,314,Dynamic,0.0000117340,2197
a849bbc47e7140279622f451688ad1ed,C,315,Iterative,0.0000005340,945
a849bbc47e7140279622f451688ad1ed,C,315,Dynamic,0.0000110700,2204
a849bbc47e7140279622f451688ad1ed,C,316,Iterative,0.0000005770,948
a849bbc47e7140279622f451688ad1ed,C,316,Dynamic,0.0000107250,2211
a849bbc47e7140279622f451688ad1ed,C,317,Iterative,0.0000005210,951
a849bbc47e7140279622f451688ad1ed,C,317,Dynamic,0.0000122330,2218
a849bbc47e7140279622f451688ad1ed,C,318,Iterative,0.0000005430,954
a849bbc47e7140279622f451688ad1ed,C,318,Dynamic,0.0000111870,2225
a849bbc47e7140279622f451688ad1ed,C,319,Iterative,0.0000006410,957
a849bbc47e7140279622f451688ad1ed,C,319,Dynamic,0.0000110000,2232
a849bbc47e7140279622f451688ad1ed,C,320,Iterative,0.0000005770,960
a849bbc47e7140279622f451688ad1ed,C,320,Dynamic,0.0000110450,2239
a849bbc47e7140279622f451688ad1ed,C,321,Iterative,0.0000006430,963
a849bbc47e7140279622f451688ad1ed,C,321,Dynamic,0.0000116680,2246
a849bbc47e7140279622f451688ad1ed,C,322,Iterative,0.0000005770,966
a849bbc47e7140279622f451688ad1ed,C,322,Dynamic,0.0000122370,2253
a849bbc47e7140279622f451688ad1ed,C,323,Iterative,0.0000003790,969
a849bbc47e7140279622f451688ad1ed,C,323,Dynamic,0.0000129850,2260
a849bbc47e7140279622f451688ad1ed,C,324,Iterative,0.0000005460,972
a849bbc47e7140279622f451688ad1ed,C,324,Dynamic,0.0000116140,2267
a849bbc47e7140279622f451688ad1ed,C,325,Iterative,0.0000005310,975
a849bbc47e7140279622f451688ad1ed,C,325,Dynamic,0.0000127810,2274
a849bbc47e7140279622f451688ad1ed,C,326,Iterative,0.0000005910,978
a849bbc47e7140279622f451688ad1ed,C,326,Dynamic,0.0000122610,2281
a849bbc47e7140279622f451688ad1ed,C,327,Iterative,0.0000005970,981
a849bbc47e7140279622f451688ad1ed,C,327,Dynamic,0.0000129320,2288
a849bbc47e7140279622f451688ad1ed,C,328,Iterative,0.0000005330,984
a849bbc47e7140279622f451688ad1ed,C,328,Dynamic,0.0000127090,2295
a849bbc47e7140279622f451688ad1ed,C,329,Iterative,0.0000005280,987
a849bbc47e7140279622f451688ad1ed,C,329,Dynamic,0.0000121830,2302
a849bbc47e7140279622f451688ad1ed,C,330,Iterative,0.0000005620,990
a849bbc47e7140279622f451688ad1ed,C,330,Dynamic,0.0000123050,2309
a849bbc47e7140279622f451688ad1ed,C,331,Iterative,0.0000006100,993
a849bbc47e7140279622f451688ad1ed,C,331,Dynamic,0.0000124680,2316
a849bbc47e7140279622f451688ad1ed,C,332,Iterative,0.0000005960,996
a849bbc47e7140279622f451688ad1ed,C,332,Dynamic,0.0000126170,2323
a849bbc47e7140279622f451688ad1ed,C,333,Iterative,0.0000005470,999
a849bbc47e7140279622f451688ad1ed,C,333,Dynamic,0.0000116990,2330
a849bbc47e7140279622f451688ad1ed,C,334,Iterative,0.0000006070,1002
a849bbc47e7140279622f451688ad1ed,C,334,Dynamic,0.0000124390,2337
a849bbc47e7140279622f451688ad1ed,C,335,Iterative,0.0000006000,1005
a849bbc47e7140279622f451688ad1ed,C,335,Dynamic,0.0000130320,2344
a849bbc47e7140279622f451688ad1ed,C,336,Iterative,0.0000005630,1008
a849bbc47e7140279622f451688ad1ed,C,336,Dynamic,0.0000131730,2351
a849bbc47e7140279622f451688ad1ed,C,337,Iterative,0.0000005580,1011
a849bbc47e7140279622f451688ad1ed,C,337,Dynamic,0.0000130810,2358
a849bbc47e7140279622f451688ad1ed,C,338,Iterative,0.0000005520,1014
a849bbc47e7140279622f451688ad1ed,C,338,Dynamic,0.0000128610,2365
a849bbc47e7140279622f451688ad1ed,C,339,Iterative,0.0000005800,1017
a849bbc47e7140279622f451688ad1ed,C,339,Dynamic,0.0000129750,2372
a849bbc47e7140279622f451688ad1ed,C,340,Iterative,0.0000006000,1020
a849bbc47e7140279622f451688ad1ed,C,340,Dynamic,0.0000131300,2379
a849bbc47e7140279622f451688ad1ed,C,341,Iterative,0.0000005540,1023
a849bbc47e7140279622f451688ad1ed,C,341,Dynamic,0.0000138790,2386
a849bbc47e7140279622f451688ad1ed,C,342,Iterative,0.0000006010,1026
a849bbc47e7140279622f451688ad1ed,C,342,Dynamic,0.0000121650,2393
a849bbc47e7140279622f451688ad1ed,C,343,Iterative,0.0000006040,1029
a849bbc47e7140279622f451688ad1ed,C,343,Dynamic,0.0000132420,2400
a849bbc47e7140279622f451688ad1ed,C,344,Iterative,0.0000006310,1032
a849bbc47e7140279622f451688ad1ed,C,344,Dynamic,0.0000119810,2407
a849bbc47e7140279622f451688ad1ed,C,345,Iterative,0.0000005550,1035
a849bbc47e7140279622f451688ad1ed,C,345,Dynamic,0.0000132000,2414
a849bbc47e7140279622f451688ad1ed,C,346,Iterative,0.0000005730,1038
a849bbc47e7140279622f451688ad1ed,C,346,Dynamic,0.0000142820,2421
a849bbc47e7140279622f451688ad1ed,C,347,Iterative,0.0000005950,1041
a849bbc47e7140279622f451688ad1ed,C,347,Dynamic,0.0000130400,2428
a849bbc47e7140279622f451688ad1ed,C,348,Iterative,0.0000006670,1044
a849bbc47e7140279622f451688ad1ed,C,348,Dynamic,0.0000113650,2435
a849bbc47e7140279622f451688ad1ed,C,349,Iterative,0.0000006580,1047
a849bbc47e7140279622f451688ad1ed,C,349,Dynamic,0.0000132200,2442
a849bbc47e7140279622f451688ad1ed,C,350,Iterative,0.0000006050,1050
a849bbc47e7140279622f451688ad1ed,C,350,Dynamic,0.0000137680,2449
a849bbc47e7140279622f451688ad1ed,C,351,Iterative,0.0000005870,1053
a849bbc47e7140279622f451688ad1ed,C,351,Dynamic,0.0000129150,2456
a849bbc47e7140279622f451688ad1ed,C,352,Iterative,0.0000006250,1056
a849bbc47e7140279622f451688ad1ed,C,352,Dynamic,0.0000133220,2463
a849bbc47e7140279622f451688ad1ed,C,353,Iterative,0.0000005830,1059
a849bbc47e7140279622f451688ad1ed,C,353,Dynamic,0.0000144890,2470
a849bbc47e7140279622f451688ad1ed,C,354,Iterative,0.0000007310,1062
a849bbc47e7140279622f451688ad1ed,C,354,Dynamic,0.0000113600,2477
a849bbc47e7140279622f451688ad1ed,C,355,Iterative,0.0000006290,1065
a849bbc47e7140279622f451688ad1ed,C,355,Dynamic,0.0000149930,2484
a849bbc47e7140279622f451688ad1ed,C,356,Iterative,0.0000005770,1068
a849bbc47e7140279622f451688ad1ed,C,356,Dynamic,0.0000135620,2491
a849bbc47e7140279622f451688ad1ed,C,357,Iterative,0.0000005750,1071
a849bbc47e7140279622f451688ad1ed,C,357,Dynamic,0.0000113730,2498
a849bbc47e7140279622f451688ad1ed,C,358,Iterative,0.0000006750,1074
a849bbc47e7140279622f451688ad1ed,C,358,Dynamic,0.0000126500,2505
a849bbc47e7140279622f451688ad1ed,C,359,Iterative,0.0000006410,1077
